TCP | 03/29/1999 08:56:13 | 172.16.112.149:24699 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:38 | 172.16.112.149:27293 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:11 | 172.16.112.149:6486 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:24:41 | 172.16.112.149:16425 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:46:12 | 172.16.115.87:12451 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:22:05 | 172.16.112.149:9192 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:58 | 172.16.112.149:26733 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:25 | 172.16.112.149:26263 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:43 | 172.16.114.207:11526 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:01:45 | 172.16.112.149:11054 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:01 | 172.16.112.149:11304 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:47:29 | 172.16.116.44:14363 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 08:59:20 | 172.16.116.44:4195 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:06:15 | 172.16.117.52:26175 | 204.151.33.3:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:19062 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:10:26 | 172.16.112.149:6522 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:24 | 172.16.112.149:16452 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:03 | 172.16.112.149:15372 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:20 | 172.16.112.149:25877 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:04 | 172.16.112.149:14345 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:52:17 | 172.16.116.194:19058 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:14:05 | 172.16.112.149:16998 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:39:52 | 172.16.117.52:6231 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 08:48:15 | 172.16.117.111:14932 | 207.25.71.63:80 | Normal
TCP | 03/29/1999 09:28:34 | 194.27.251.21:5144 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 08:55:36 | 172.16.112.149:23123 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:27 | 172.16.112.149:27181 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:48 | 172.16.114.148:11336 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 09:11:24 | 172.16.117.111:9498 | 207.211.106.40:80 | Normal
TCP | 03/29/1999 08:51:04 | 172.16.114.148:16940 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 11:24:31 | 196.227.33.189:16431 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 12:37:34 | 195.73.151.50:24725 | 172.16.114.169:25 | Normal
TCP | 03/29/1999 12:39:51 | 194.7.248.153:25196 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:20:51 | 172.16.112.149:6200 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:52:17 | 172.16.116.194:19061 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 08:58:55 | 172.16.112.149:1236 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:25 | 172.16.112.149:22589 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:24 | 172.16.112.149:16451 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:10:32 | 172.16.112.149:7109 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:13:16 | 172.16.112.149:14602 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:06 | 172.16.112.149:8536 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:15:13 | 172.16.112.149:20515 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:46:39 | 197.182.91.233:7694 | 172.16.114.169:25 | Attack
TCP | 03/29/1999 09:32:06 | 172.16.113.204:18445 | 135.8.60.182:25 | Normal
TCP | 03/29/1999 09:53:36 | 197.218.177.69:8282 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:04:59 | 172.16.116.44:21624 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:06:32 | 172.16.112.149:27231 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:25 | 172.16.112.149:23185 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:35:40 | 196.227.33.189:16793 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:01:50 | 172.16.112.149:11846 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:11:27 | 172.16.116.44:9750 | 206.62.132.69:80 | Normal
TCP | 03/29/1999 09:19:20 | 172.16.112.50:32853 | 208.221.32.46:80 | Normal
TCP | 03/29/1999 09:08:42 | 172.16.117.52:2068 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:10:54 | 172.16.112.149:8260 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:12 | 172.16.117.52:31061 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 08:43:20 | 172.16.112.149:9816 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 12:03:51 | 194.27.251.21:20587 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:59:00 | 172.16.112.149:1558 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:18 | 172.16.112.149:16205 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:15 | 172.16.112.149:13363 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 08:47:40 | 172.16.117.52:14545 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 11:03:41 | 135.13.216.191:14380 | 172.16.112.100:21 | Attack
TCP | 03/29/1999 11:00:43 | 195.73.151.50:13716 | 172.16.113.105:25 | Normal
TCP | 03/29/1999 08:51:14 | 172.16.112.149:17530 | 209.84.4.31:80 | Normal
TCP | 03/29/1999 09:15:18 | 172.16.112.149:20529 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:28 | 172.16.116.194:12805 | 207.46.179.15:80 | Normal
TCP | 03/29/1999 08:56:40 | 172.16.112.149:25913 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:05:07 | 196.37.75.158:21054 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7784 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:05:20 | 172.16.116.44:22699 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:06:15 | 172.16.117.52:25976 | 204.151.33.3:80 | Normal
TCP | 03/29/1999 09:06:38 | 172.16.112.149:27306 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:10:07 | 172.16.117.111:5665 | 205.158.50.71:80 | Normal
TCP | 03/29/1999 08:51:54 | 172.16.116.194:18521 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:00:20 | 172.16.117.52:8226 | 209.133.83.18:80 | Normal
TCP | 03/29/1999 11:22:57 | 196.227.33.189:15895 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:19174 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 11:00:50 | 197.182.91.233:13828 | 172.16.112.50:25 | Normal
TCP | 03/29/1999 09:24:38 | 172.16.116.44:16418 | 162.140.64.24:80 | Normal
TCP | 03/29/1999 08:58:50 | 172.16.112.149:1026 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:03:42 | 172.16.114.207:30751 | 197.182.91.233:25 | Normal
TCP | 03/29/1999 08:43:43 | 172.16.114.207:11531 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:24:52 | 172.16.112.149:16472 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:55:14 | 172.16.117.52:21937 | 208.216.182.15:80 | Normal
TCP | 03/29/1999 08:55:35 | 172.16.112.149:23087 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:51 | 172.16.112.149:26621 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:18 | 172.16.112.149:4166 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:18:15 | 172.16.112.149:28745 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:18:23 | 196.37.75.158:10780 | 172.16.114.207:25 | Normal
TCP | 03/29/1999 08:47:34 | 172.16.112.149:14466 | 165.1.76.100:80 | Normal
TCP | 03/29/1999 08:49:25 | 172.16.116.194:15974 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:09:24 | 172.16.112.149:4139 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:44:56 | 172.16.114.169:20091 | 196.37.75.158:25 | Normal
TCP | 03/29/1999 08:48:55 | 172.16.117.111:15403 | 207.25.71.63:80 | Normal
TCP | 03/29/1999 09:22:38 | 172.16.112.149:10296 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:19:39 | 172.16.114.207:1687 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:57:30 | 172.16.112.149:28731 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:49:38 | 196.37.75.158:18544 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 09:09:40 | 172.16.117.52:4227 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:13:21 | 172.16.112.149:14678 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:07 | 172.16.112.149:3591 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:14:04 | 172.16.117.111:16930 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 11:57:18 | 195.73.151.50:20052 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:55:58 | 172.16.112.149:24637 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:06:55 | 196.37.75.158:21873 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:35:32 | 172.16.117.52:3145 | 207.200.75.201:80 | Normal
TCP | 03/29/1999 08:57:25 | 172.16.112.149:28708 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:08:42 | 172.16.117.52:2073 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 08:59:41 | 172.16.112.149:5134 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:43:30 | 172.16.114.207:10569 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:20:12 | 172.16.112.149:3718 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:58:20 | 172.16.112.149:30685 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:33 | 172.16.112.149:8304 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:55:42 | 172.16.112.149:23655 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:02:01 | 172.16.112.149:12330 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:38 | 172.16.112.149:8310 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:00:44 | 172.16.112.149:8665 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:24:25 | 172.16.114.207:14507 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:19:00 | 172.16.112.149:31244 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:57:23 | 172.16.117.111:28691 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 09:04:49 | 172.16.116.44:20742 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:10:37 | 172.16.112.149:7180 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:12 | 172.16.112.149:11510 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:53:56 | 172.16.114.169:20574 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 08:56:03 | 172.16.112.149:24660 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:47:28 | 196.37.75.158:12894 | 172.16.112.100:25 | Normal
TCP | 03/29/1999 08:55:58 | 172.16.112.149:24639 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:49 | 172.16.112.149:27715 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:01 | 172.16.112.149:11129 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:24:07 | 172.16.112.149:13472 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:18:18 | 196.227.33.189:23116 | 172.16.114.168:25 | Normal
TCP | 03/29/1999 08:43:29 | 172.16.114.207:10380 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:02:57 | 172.16.112.149:14910 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:30 | 172.16.112.149:19754 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:53 | 172.16.117.111:27748 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:14:51 | 172.16.112.149:18995 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:57:58 | 172.16.112.149:29713 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:23:29 | 172.16.112.149:12358 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:56:24 | 172.16.112.149:25569 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:49:25 | 172.16.116.194:16164 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:16:51 | 172.16.114.207:24615 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:39:34 | 197.218.177.69:6740 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:19:12 | 172.16.112.149:31826 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:39:36 | 197.182.91.233:12396 | 172.16.112.100:25 | Attack
TCP | 03/29/1999 09:04:58 | 172.16.116.44:21150 | 134.177.3.35:80 | Normal
TCP | 03/29/1999 09:15:45 | 172.16.112.149:21397 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:40:10 | 172.16.112.149:7385 | 208.160.10.122:80 | Normal
TCP | 03/29/1999 08:58:09 | 172.16.112.149:30041 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:15:56 | 172.16.112.149:22100 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:53:27 | 172.16.117.52:20555 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:00:04 | 172.16.112.149:6214 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:14 | 172.16.112.149:25717 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:03:14 | 172.16.117.52:16078 | 209.133.83.18:80 | Normal
TCP | 03/29/1999 09:11:54 | 172.16.117.111:11108 | 205.158.50.71:80 | Normal
TCP | 03/29/1999 10:40:58 | 195.115.218.108:12412 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 11:59:57 | 196.37.75.158:20556 | 172.16.112.194:25 | Normal
TCP | 03/29/1999 12:09:20 | 172.16.114.169:9007 | 196.227.33.189:23 | Normal
TCP | 03/29/1999 10:37:17 | 172.16.114.148:27708 | 135.8.60.182:25 | Attack
TCP | 03/29/1999 09:00:07 | 172.16.117.111:6223 | 199.94.100.2:80 | Normal
TCP | 03/29/1999 08:37:37 | 172.16.117.52:4208 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 08:47:26 | 172.16.115.87:13982 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 08:02:13 | 172.16.114.148:1052 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 09:02:37 | 172.16.112.149:13942 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:40 | 172.16.117.52:14550 | 204.202.129.230:80 | Normal
TCP | 03/29/1999 09:09:48 | 172.16.117.111:4383 | 205.158.50.116:80 | Normal
TCP | 03/29/1999 09:08:56 | 172.16.112.149:2604 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:09:40 | 172.16.112.149:4247 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:40:48 | 172.16.112.149:8259 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 09:03:24 | 172.16.112.149:16467 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:47:16 | 172.16.112.149:13585 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:02:30 | 172.16.116.44:12935 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:23:51 | 172.16.112.149:13326 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:38:26 | 172.16.117.52:4801 | 205.181.112.65:80 | Normal
TCP | 03/29/1999 09:16:19 | 172.16.112.149:22799 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:51:15 | 172.16.112.149:18007 | 209.84.4.31:80 | Normal
TCP | 03/29/1999 09:17:37 | 172.16.112.149:26882 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:47:23 | 192.5.41.239:1173 | 172.16.113.50:23 | Normal
TCP | 03/29/1999 09:11:23 | 172.16.112.149:9303 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:26 | 172.16.112.149:26642 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:57:03 | 172.16.112.149:26747 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:04:08 | 172.16.112.149:18552 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:46:13 | 172.16.112.149:12465 | 209.67.139.37:80 | Normal
TCP | 03/29/1999 09:00:16 | 172.16.112.149:6993 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:26 | 172.16.115.87:14102 | 204.123.2.107:80 | Normal
TCP | 03/29/1999 09:17:10 | 172.16.112.149:25406 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:18:49 | 172.16.114.207:30743 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 08:56:30 | 172.16.112.149:25653 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:52:17 | 172.16.116.194:18978 | 199.95.74.90:80 | Normal
TCP | 03/29/1999 09:12:02 | 172.16.112.149:11426 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:34:18 | 152.169.215.104:1104 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 09:17:26 | 172.16.112.149:26635 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:07:35 | 172.16.112.149:29786 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:20:56 | 172.16.112.149:6250 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 08:59:52 | 172.16.112.149:5330 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:30 | 172.16.112.149:14420 | 209.67.139.102:80 | Normal
TCP | 03/29/1999 08:43:30 | 172.16.114.207:10633 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:58:56 | 172.16.112.149:1361 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:08:09 | 172.16.112.149:30858 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:21:19 | 172.16.112.149:7269 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:34 | 172.16.112.149:10741 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:55:47 | 172.16.112.149:24167 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:47:10 | 172.16.112.100:3904 | 207.51.18.105:80 | Normal
TCP | 03/29/1999 08:53:57 | 172.16.114.169:20575 | 194.7.248.153:25 | Normal
TCP | 03/29/1999 09:07:36 | 172.16.112.149:29971 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 12:52:13 | 197.218.177.69:27692 | 172.16.112.100:80 | Normal
TCP | 03/29/1999 08:51:38 | 172.16.117.111:18389 | 208.209.46.36:80 | Normal
TCP | 03/29/1999 08:48:16 | 172.16.117.111:14993 | 207.25.71.63:80 | Normal
TCP | 03/29/1999 08:59:58 | 172.16.112.149:6150 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:17:31 | 172.16.112.149:26649 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:01:08 | 195.73.151.50:13896 | 172.16.114.50:25 | Normal
TCP | 03/29/1999 08:57:52 | 172.16.112.149:29254 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:18:04 | 172.16.112.149:28647 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:15:51 | 172.16.112.149:21596 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:36:58 | 197.218.177.69:16944 | 172.16.113.105:25 | Attack
TCP | 03/29/1999 09:00:33 | 172.16.112.149:8299 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:45:05 | 195.115.218.108:7494 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:58:27 | 172.16.116.194:30742 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 12:39:54 | 172.16.113.204:16507 | 197.182.91.233:25 | Normal
TCP | 03/29/1999 09:02:14 | 172.16.112.149:12392 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:25:14 | 172.16.112.149:17459 | 207.121.184.81:80 | Normal
UDP | 03/29/1999 08:04:24 | 172.16.112.20:53 | 197.218.177.69:53 | Normal
TCP | 03/29/1999 08:51:15 | 172.16.112.149:17689 | 209.84.4.31:80 | Normal
TCP | 03/29/1999 09:09:40 | 172.16.112.149:4250 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:24:26 | 172.16.114.207:15355 | 209.67.29.11:80 | Normal
TCP | 03/29/1999 09:03:53 | 172.16.116.194:18046 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:05:03 | 172.16.112.149:21730 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:23:57 | 195.73.151.50:11332 | 172.16.114.148:21 | Normal
TCP | 03/29/1999 09:15:02 | 172.16.112.149:20015 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:06:32 | 172.16.112.149:27216 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 12:31:59 | 135.13.216.191:24650 | 172.16.113.84:25 | Normal
TCP | 03/29/1999 09:14:56 | 172.16.114.148:19552 | 204.71.200.129:80 | Normal
TCP | 03/29/1999 08:35:16 | 172.16.117.111:2613 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:06:56 | 172.16.117.52:28146 | 151.193.131.161:80 | Normal
TCP | 03/29/1999 08:51:05 | 172.16.116.44:17333 | 207.25.71.200:80 | Normal
TCP | 03/29/1999 09:22:32 | 172.16.112.149:10038 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:01:33 | 172.16.112.149:10542 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:20:45 | 172.16.112.149:5814 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:15:20 | 197.218.177.69:10330 | 172.16.112.149:25 | Normal
TCP | 03/29/1999 09:11:23 | 172.16.112.207:9408 | 196.227.33.189:25 | Normal
TCP | 03/29/1999 09:00:04 | 172.16.112.149:6164 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:18 | 172.16.116.44:4167 | 206.132.25.51:80 | Normal
TCP | 03/29/1999 08:40:10 | 172.16.117.52:7273 | 205.181.112.67:80 | Normal
TCP | 03/29/1999 09:13:11 | 172.16.117.111:14414 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:21:51 | 172.16.117.111:8319 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 09:18:04 | 172.16.112.149:28583 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 08:59:10 | 172.16.116.194:2605 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:10:27 | 172.16.112.149:6732 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:21:18 | 172.16.117.111:7200 | 136.149.63.132:80 | Normal
TCP | 03/29/1999 08:43:39 | 172.16.114.207:10995 | 199.95.209.99:80 | Normal
TCP | 03/29/1999 08:23:33 | 172.16.114.148:2106 | 194.27.251.21:25 | Normal
TCP | 03/29/1999 09:00:19 | 172.16.116.194:7585 | 160.147.68.21:80 | Normal
TCP | 03/29/1999 09:09:46 | 172.16.112.149:4314 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:15:56 | 172.16.112.149:21917 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 10:47:11 | 135.8.60.182:12880 | 172.16.112.207:25 | Normal
TCP | 03/29/1999 12:33:16 | 172.16.113.84:15424 | 195.73.151.50:23 | Normal
TCP | 03/29/1999 08:43:23 | 172.16.116.44:10314 | 209.185.250.103:80 | Normal
TCP | 03/29/1999 09:04:35 | 172.16.112.149:20205 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:02:20 | 172.16.112.149:12442 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:06:44 | 172.16.112.149:27651 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 09:05:41 | 172.16.112.149:23817 | 207.121.184.81:80 | Normal
TCP | 03/29/1999 11:57:23 | 196.37.75.158:20245 | 172.16.114.50:80 | Normal
TCP | 03/29/1999 08:46:58 | 172.16.114.207:12958 | 209.1.112.251:80 | Normal
TCP | 03/29/1999 09:15:07 | 172.16.112.149:20397 | 207.121.186.144:80 | Normal
TCP | 03/29/1999 09:04:19 | 172.16.116.194:18998 | 143.166.224.42:80 | Normal
TCP | 03/29/1999 09:08:12 | 172.16.117.52:31314 | 199.95.73.149:80 | Normal
TCP | 03/29/1999 09:04:49 | 172.16.116.44:20602 | 207.25.71.141:80 | Normal
TCP | 03/29/1999 09:01:50 | 172.16.112.149:11460 | 207.121.184.81:80 | Normal
